id,fname,lname,hand,dob,country,height
201063,Maria Francesca,Bentivoglio,R,1/27/1977,ITA,
201067,Caroline,Dhenin,R,6/13/1973,FRA,183
201072,Eva,Bes Ostariz,R,1/14/1973,ESP,
201075,Liezel,Huber,R,8/21/1976,USA,180
201076,Sophie,Georges,R,2/8/1977,FRA,162
201077,Sophie,Lefevre,R,2/23/1981,FRA,
201078,Eugenia,Kulikovskaya,L,12/21/1978,RUS,163
201079,Hannah,Collin,R,2/18/1982,GBR,
201080,Louise,Latimer,R,1/19/1978,GBR,
201083,Daja,Bedanova,R,3/9/1983,CZE,171
201084,Nadejda,Ostrovskaya,R,10/29/1980,BLR,177
201085,Shinobu,Asagoe,R,6/28/1976,JPN,170
201086,Greta,Arn,R,4/13/1979,HUN,180
201087,Mashona,Washington,R,5/31/1976,USA,168
201088,Karen,Cross,L,2/19/1974,GBR,
201089,Lucie,Ahl,R,7/23/1974,GBR,159
201090,Stephanie,Defina,L,3/8/1946,USA,158
201091,Christine,Truman,R,1/16/1941,GBR,
201095,Jennifer,Staley,L,3/3/1934,AUS,
201097,Marilyn,Aschner,L,3/8/1948,USA,
201100,Christiane,Mercelis,R,10/5/1931,BEL,
201102,Alice,Tym,R,11/22/1942,USA,
201113,Shirley,Bloomer,R,6/13/1934,GBR,
201116,Maria Teresa,Riedl,R,12/14/1937,ITA,
201117,Margaret,Harris,R,3/16/1945,AUS,
201118,Tine,Zwaan,R,6/17/1947,NED,
201126,Carole,Graebner,R,6/24/1943,USA,
201129,Marilyn,Pryde,R,5/15/1952,NZL,
201133,Eliza,Pande,R,1/2/1953,USA,
201136,Trish,Mcclenaughan,R,8/28/1945,AUS,
201142,Kathy,Blake,R,12/18/1946,USA,
201146,Annette,Coe,L,3/4/1954,GBR,
201157,Susan,Hagey,R,1/3/1952,USA,
201158,Karen,Susman,R,12/11/1942,USA,170
201163,Susie,Jaeger,R,3/29/1962,USA,168
201173,Sally,Reeves,R,7/8/1964,GBR,
201175,Joy,Tacon,R,6/2/1961,HKG,
201177,Amanda,Grunfeld,L,3/1/1967,GBR,
201180,Belinda,Borneo,R,11/10/1966,GBR,
201181,Lisa,Gould,R,5/27/1967,GBR,
201195,Amanda,Wainwright,R,3/24/1976,GBR,
201199,Rachel,Viollet,R,2/11/1972,GBR,168
201200,Miriam,Schnitzer,R,1/14/1977,GER,
201201,Surina,De Beer,R,6/28/1978,RSA,177
201202,Abigail,Tordoff,R,7/18/1979,GBR,
201203,Alena,Vaskova,R,11/8/1975,CZE,175
201204,Iroda,Tulyaganova,R,1/7/1982,UZB,170
201206,Allison,Bradshaw,R,11/14/1980,USA,180
201207,Ansley,Cargill,R,1/5/1982,USA,170
201208,Dawn,Buth,R,5/29/1976,USA,
201209,Selima,Sfar,R,7/8/1977,TUN,166
201210,Kristen,Schlukebir,R,6/28/1984,USA,
201211,Kyra,Nagy,R,12/29/1977,HUN,
201212,Francesca,Schiavone,R,6/23/1980,ITA,166
201228,Nancy,Reed,R,4/21/1933,USA,
201234,Pat,Stewart,R,8/19/1934,USA,173
201236,Darlene,Hard,R,1/6/1936,USA,170
201237,Pam,Richmond,R,10/25/1950,USA,154
201247,Gussie,Moran,R,9/8/1923,USA,173
201248,Judy,Alvarez,R,4/2/1943,USA,
201253,Sally,Moore,R,6/8/1940,USA,
201256,Renee,Richards,L,8/19/1934,USA,
201272,Sandra,Birch,R,9/3/1969,USA,168
201277,Anne,Mall,R,12/10/1974,IRL,
201280,Jacqueline,Trail,R,11/26/1980,USA,
201281,Laura,Granville,R,5/12/1981,USA,175
201284,Tatiana,Poutchek,R,1/9/1979,BLR,176
201285,Melissa,Middleton,R,6/6/1982,USA,170
201286,Anabel,Medina Garrigues,R,7/31/1982,ESP,169
201287,Maria Jose,Martinez Sanchez,L,8/12/1982,ESP,176
201288,Maja,Palaversic,R,3/24/1973,CRO,175
201289,Christina,Wheeler,R,4/15/1982,AUS,161
201290,Daniela,Hantuchova,R,4/23/1983,SVK,181
201291,Nuria,Llagostera Vives,R,5/16/1980,ESP,156
201292,Martina,Sucha,R,11/20/1980,SVK,170
201293,Catalina,Castano,R,7/7/1979,COL,171
201294,Marion,Bartoli,R,10/2/1984,FRA,170
201295,Wynne,Prakusya,R,4/26/1981,INA,160
201296,Bianka,Lamade,R,8/30/1982,GER,184
201297,Maja,Matevzic,L,6/13/1980,SLO,175
201298,Zsofia,Gubacsi,R,4/6/1981,HUN,173
201300,Maria Emilia,Salerni,R,5/14/1983,ARG,174
201301,Camille,Pin,R,8/25/1981,FRA,162
201302,Clarisa,Fernandez,L,8/28/1981,ARG,179
201303,Anne,Keothavong,R,9/16/1983,GBR,175
201304,Elena,Baltacha,R,8/14/1983,GBR,175
201305,Eleni,Daniilidou,R,9/19/1982,GRE,182
201306,Marie Gaiane,Mikaelian,R,3/3/1984,SUI,172
201307,Amber,Liu,R,7/6/1984,USA,
201308,Maria Elena,Camerin,R,3/21/1982,ITA,164
201309,Tatiana,Perebiynis,R,12/15/1982,UKR,173
201310,Martina,Muller,R,10/11/1982,GER,165
201311,Roberta,Vinci,R,2/18/1983,ITA,163
201312,Sarah,Taylor,R,11/6/1981,USA,
201313,Yoon Jeong,Cho,R,4/2/1979,KOR,167
201315,Ashley,Harkleroad,R,5/2/1985,USA,165
201316,Lenka,Dlhopolcova,R,7/14/1984,SVK,
201317,Aniko,Kapros,R,11/11/1983,HUN,173
201318,Bethanie,Mattek Sands,R,3/23/1985,USA,168
201319,Evelyn,Fauth,R,11/27/1976,AUT,168
201320,Svetlana,Kuznetsova,R,6/27/1985,RUS,174
201321,Antonella,Serra Zanetti,R,7/25/1980,ITA,168
201322,Eva,Dyrberg,R,2/17/1980,DEN,175
201323,Saori,Obata,L,4/23/1978,JPN,165
201324,Irina,Selyutina,R,11/7/1979,KAZ,178
201325,Samantha,Stosur,R,3/30/1984,AUS,172
201326,Bahia,Mouhtassine,R,8/23/1979,MAR,
201327,Angelique,Widjaja,R,12/12/1984,INA,173
201328,Milagros,Sequera,R,9/30/1980,VEN,165
201329,Vera,Zvonareva,R,9/7/1984,RUS,172
201330,Maria,Goloviznina,R,6/5/1979,RUS,176
201331,Iveta,Benesova,L,2/1/1983,CZE,170
201332,Jane,Odonoghue,R,3/29/1983,GBR,172
201333,Angelika,Roesch,R,6/8/1977,GER,172
201334,Zuzana,Ondraskova,R,5/3/1980,CZE,174
201335,Myriam,Casanova,R,6/20/1985,SUI,172
201336,Dinara,Safina,R,4/27/1986,RUS,185
201337,Allison,Baker,L,4/10/1986,USA,
201338,Bea,Bielik,R,11/28/1980,USA,183
201339,Renata,Voracova,R,10/6/1983,CZE,
201340,Maria,Geznenge,R,3/13/1977,GER,
201342,Alexandra,Podkolzina,R,9/2/1985,USA,
201343,Maret,Ani,R,1/31/1982,EST,176
201344,Klara,Koukalova,R,2/24/1982,CZE,166
201345,Maria,Sharapova,R,4/19/1987,RUS,188
201346,Lubomira,Kurhajcova,R,10/11/1983,SVK,180
201347,Jelena,Jankovic,R,2/28/1985,SRB,177
201348,Casey,Dellacqua,L,2/11/1985,AUS,165
201349,Melinda,Czink,L,10/22/1982,HUN,178
201350,Adriana,Szili,R,1/6/1985,AUS,
201351,Eva,Fislova,R,3/17/1981,SVK,
201352,Akiko,Morigami,R,1/12/1980,JPN,165
201354,Libuse,Prusova,R,7/13/1979,CZE,176
201355,Flavia,Pennetta,R,2/25/1982,ITA,172
201356,Eva,Birnerova,R,8/14/1984,CZE,170
201357,Virginie,Pichet,R,1/28/1983,FRA,
201358,Natalia,Gussoni,R,8/24/1981,ARG,
201359,Amandine,Dulon,R,3/22/1982,FRA,
201360,Julia,Vakulenko,R,7/10/1983,UKR,183
201361,Julia,Schruff,R,8/16/1982,GER,166
201362,Anais,Laurendon,R,4/15/1985,FRA,
201363,Gisela,Dulko,R,1/30/1985,ARG,170
201364,Tatiana,Golovin,R,1/25/1988,FRA,175
201365,Edina,Gallovits Hall,R,12/10/1984,ROU,165
201366,Barbora,Strycova,R,3/28/1986,CZE,164
201367,Arantxa,Parra Santonja,R,11/9/1982,ESP,176
201368,Karolina,Sprem,R,10/25/1984,CRO,174
201369,Carly,Gullickson,R,11/26/1986,USA,178
201370,Anastasia,Rodionova,R,5/12/1982,AUS,167
201371,Vera,Dushevina,R,10/6/1986,RUS,180
201372,Theresa,Logar,L,3/10/1985,USA,175
201373,Maria,Kirilenko,R,1/25/1987,RUS,173
201374,Gabriela,Lastra,R,6/7/1980,USA,
201375,Shenay,Perry,R,7/6/1984,USA,170
201376,Angela,Haynes,L,9/27/1984,USA,173
201377,Yuliya,Beygelzimer,R,10/20/1983,UKR,174
201379,Mara,Santangelo,R,6/28/1981,ITA,181
201380,Claudine,Schaul,R,8/20/1983,LUX,169
201381,Tian Tian,Sun,R,10/12/1981,CHN,175
201382,Olivia,Lukaszewicz,R,9/15/1988,AUS,
201383,Marie Eve,Pelletier,R,5/18/1982,CAN,172
201384,Chia Jung,Chuang,R,1/10/1985,TPE,168
201385,Yuliana,Fedak,R,6/8/1983,UKR,166
201386,Jie,Zheng,R,7/5/1983,CHN,164
201387,Sofia,Arvidsson,R,2/16/1984,SWE,176
201388,Sophie,Ferguson,R,3/19/1986,AUS,177
201389,Zuzana,Kucova,R,6/26/1982,SVK,
201390,Mervana,Jugic Salkic,R,5/14/1980,BIH,179
201392,Severine,Beltrame,R,8/14/1979,FRA,171
201393,Kelly,Mccain,R,3/18/1983,USA,
201394,Anna Lena,Groenefeld,R,6/4/1985,GER,180
201395,Teryn,Ashley,R,12/12/1978,USA,175
201396,Katie,Obrien,R,5/2/1986,GBR,167
201397,Shuai,Peng,R,1/8/1986,CHN,173
201398,Amanda,Keen,L,1/15/1978,GBR,
201399,Emily,Webley Smith,R,7/14/1984,GBR,
201400,Nicole,Vaidisova,R,4/23/1989,CZE,181
201401,Abigail,Spears,R,7/12/1981,USA,175
201402,Sesil,Karatantcheva,R,8/8/1989,KAZ,171
201403,Anna,Chakvetadze,R,3/5/1987,RUS,172
201404,Jessica,Kirkland,R,11/10/1987,USA,175
201406,Shikha,Uberoi,R,4/5/1983,IND,173
201407,Evgenia,Linetskaya,R,11/30/1986,ISR,
201408,Jamea,Jackson,R,9/7/1986,USA,163
201409,Michaela,Pastikova,R,3/27/1980,CZE,176
201410,Monique,Adamczak,R,1/21/1983,AUS,170
201411,Aiko,Nakamura,R,12/28/1983,JPN,163
201412,Anastasia,Yakimova,R,11/1/1986,BLR,165
201413,Capucine,Rousseau,R,4/21/1980,FRA,
201414,Michaella,Krajicek,R,1/9/1989,NED,177
201415,Tiffany,Welford,R,4/12/1985,AUS,168
201416,Alona,Bondarenko,R,8/13/1984,UKR,168
201417,Marta,Domachowska,R,1/16/1986,POL,176
201418,Ting,Li,R,1/5/1980,CHN,
201419,Na,Li,R,2/26/1982,CHN,172
201420,Sania,Mirza,R,11/15/1986,IND,153
201421,Ana,Ivanovic,R,11/6/1987,SRB,184
201422,Mailyne,Andrieux,R,12/1/1987,FRA,
201423,Yvonne,Meusburger,R,10/3/1983,AUT,175
201424,Shahar,Peer,R,5/1/1987,ISR,170
201425,Lucie,Safarova,L,2/4/1987,CZE,177
201426,Pauline,Parmentier,R,1/31/1986,FRA,175
201427,Alize,Cornet,R,1/22/1990,FRA,173
201428,Mathilde,Johansson,R,4/28/1985,FRA,173
201429,Rika,Fujiwara,R,9/19/1981,JPN,155
201430,Yulia,Fedossova,R,7/1/1988,FRA,
201431,Aravane,Rezai,R,3/14/1987,FRA,165
201432,Rebecca,Llewellyn,R,10/5/1985,GBR,165
201433,Sarah,Borwell,R,8/20/1979,GBR,
201434,Sabine,Klaschka,R,8/8/1980,GER,
201435,Kateryna,Bondarenko,R,8/8/1986,UKR,175
201436,Mary,Gambale,R,12/18/1988,USA,163
201437,Ivana,Lisjak,R,3/17/1987,CRO,180
201438,Ekaterina,Bychkova,R,6/5/1985,RUS,171
201439,Tiffany,Dabek,R,3/14/1980,USA,
201441,Emma,Laine,L,3/26/1986,FIN,164
201442,Yung Jan,Chan,R,8/17/1989,TPE,170
201443,Alexa,Glatch,R,9/10/1989,USA,183
201444,Su Wei,Hsieh,R,1/4/1986,TPE,169
201445,Viktoria,Kutuzova,R,8/19/1988,UKR,170
201446,Sybille,Bammer,L,4/27/1980,AUT,174
201447,Vania,King,R,3/3/1989,USA,165
201448,Galina,Voskoboeva,R,12/18/1984,KAZ,183
201450,Tsvetana,Pironkova,R,9/13/1987,BUL,180
201451,Kathrin,Woerle,R,2/18/1984,GER,175
201452,Lourdes,Dominguez Lino,R,3/31/1981,ESP,163
201453,Hana,Sromova,R,4/10/1978,CZE,168
201454,Akgul,Amanmuradova,R,6/23/1984,UZB,190
201455,Elena,Vesnina,R,8/1/1986,RUS,176
201456,Olga,Savchuk,R,9/20/1987,UKR,175
201457,Jarmila,Gajdosova,R,4/26/1987,AUS,174
201458,Victoria,Azarenka,R,7/31/1989,BLR,180
201459,Zi,Yan,R,11/12/1984,CHN,171
201461,Aurelie,Vedy,L,2/8/1981,FRA,
201462,Alberta,Brianti,R,4/5/1980,ITA,165
201463,Anda,Perianu,R,4/7/1980,ROU,170
201465,Kirsten,Flipkens,R,1/10/1986,BEL,165
201466,Kaia,Kanepi,R,6/10/1985,EST,181
201467,Ivana,Abramovic,R,9/3/1983,CRO,175
201468,Yaroslava,Shvedova,R,9/12/1987,KAZ,180
201469,Melanie,South,R,5/3/1986,GBR,175
201470,Kristina,Barrois,R,9/30/1981,GER,183
201471,Naomi,Cavaday,L,4/24/1989,GBR,170
201472,Romina,Oprandi,R,3/29/1986,SUI,172
201473,Vasilisa,Bardina,R,11/30/1987,RUS,
201474,Agnieszka,Radwanska,R,3/6/1989,POL,170
201475,Ahsha,Rolle,R,3/21/1985,USA,172
201476,Lauren,Albanese,R,10/1/1989,USA,
201477,Stephanie,Dubois,R,10/31/1986,CAN,162
201478,Varvara,Lepchenko,L,5/21/1986,USA,180
201479,Olga,Puchkova,R,9/27/1987,RUS,180
201480,Lioudmila,Skavronskaia,R,3/23/1980,RUS,
201481,Tamira,Paszek,R,12/6/1990,AUT,165
201482,Andreja,Klepac,R,3/13/1986,SLO,
201483,Madison,Brengle,R,4/3/1990,USA,168
201485,Alla,Kudryavtseva,R,11/3/1987,RUS,178
201486,Aleksandra,Wozniak,R,9/7/1987,CAN,175
201487,Jessica,Moore,R,8/16/1990,AUS,167
201488,Jorgelina,Cravero,R,1/23/1982,ARG,163
201489,Mariya,Koryttseva,R,5/25/1985,UKR,172
201490,Timea,Bacsinszky,R,6/8/1989,SUI,170
201491,Olivia,Sanchez,R,11/17/1982,FRA,172
201492,Andrea,Petkovic,R,9/9/1987,GER,180
201493,Angelique,Kerber,L,1/18/1988,GER,173
201494,Raluca,Olaru,R,3/3/1989,ROU,173
201495,Dominika,Cibulkova,R,5/6/1989,SVK,161
201496,Caroline,Wozniacki,R,7/11/1990,DEN,177
201497,Agnes,Szavay,R,12/29/1988,HUN,168
201498,Karin,Knapp,R,6/28/1987,ITA,180
201499,Anastasia,Pavlyuchenkova,R,7/3/1991,RUS,177
201500,Nika,Ozegovic,R,5/21/1985,CRO,170
201501,Olga,Govortsova,R,8/23/1988,BLR,182
201502,Tatjana,Malek,R,8/8/1987,GER,
201503,Ayumi,Morita,R,3/11/1990,JPN,163
201504,Julia,Goerges,R,11/2/1988,GER,180
201505,Ekaterina,Makarova,L,6/7/1988,RUS,178
201506,Sara,Errani,R,4/29/1987,ITA,164
201507,Audra,Cohen,R,4/21/1986,USA,175
201508,Petra,Cetkovska,R,2/8/1985,CZE,172
201509,Ashley,Weinhold,R,6/20/1989,USA,165
201510,Julie,Ditty,L,1/4/1979,USA,168
201511,Ekaterina,Ivanova,R,12/18/1987,RUS,
201512,Monica,Niculescu,R,9/25/1987,ROU,168
201513,Sabine,Lisicki,R,9/22/1989,GER,178
201514,Sorana,Cirstea,R,4/7/1990,ROU,176
201515,Alisa,Kleybanova,R,7/15/1989,RUS,181
201516,Evgeniya,Rodina,R,2/4/1989,RUS,170
201517,Magdalena,Rybarikova,R,10/4/1988,SVK,180
201518,Yanina,Wickmayer,R,10/20/1989,BEL,182
201519,Violette,Huck,L,3/18/1988,FRA,170
201520,Petra,Kvitova,L,3/8/1990,CZE,183
201521,Carla,Suarez Navarro,R,9/3/1988,ESP,162
201522,Jelena,Pandzic,R,3/17/1983,CRO,170
201523,Marina,Erakovic,R,3/6/1988,NZL,174
201524,Urszula,Radwanska,R,12/7/1990,POL,177
201525,Eva,Hrdinova,R,6/15/1984,CZE,
201526,Julie,Coin,R,12/2/1982,FRA,172
201527,Stefanie,Voegele,R,3/10/1990,SUI,170
201528,Melanie,Oudin,R,9/23/1991,USA,168
201529,Kristie,Ahn,R,6/15/1992,USA,165
201530,Gail,Brodsky,R,6/5/1991,USA,165
201531,Mariana,Duque Marino,R,8/12/1989,COL,169
201532,Anastasia,Pivovarova,R,6/16/1990,RUS,181
201533,Shuai,Zhang,R,1/21/1989,CHN,177
201534,Asia,Muhammad,R,4/4/1991,USA,178
201535,Coco,Vandeweghe,R,12/6/1991,USA,185
201537,Patricia,Mayr Achleitner,R,11/8/1986,AUT,169
201538,Isabella,Holland,R,1/2/1992,AUS,
201539,Christina,Mchale,R,5/11/1992,USA,170
201540,Kristina,Mladenovic,R,5/14/1993,FRA,184
201541,Chanelle,Scheepers,R,3/13/1984,RSA,176
201542,Olivia,Rogowska,R,6/7/1991,AUS,175
201543,Emelyn,Starr,R,11/11/1989,AUS,
201544,Oxana,Lyubtsova,R,9/13/1985,UKR,157
201545,Anastasija,Sevastova,R,4/13/1990,LAT,169
201546,Anna,Lapushchenkova,R,10/24/1986,RUS,172
201547,Michelle,Larcher De Brito,R,1/29/1993,POR,165
201548,Ajla,Tomljanovic,R,5/7/1993,AUS,180
201549,Petra,Martic,R,1/19/1991,CRO,181
201550,Tamaryn,Hendler,L,8/12/1992,BEL,
201551,Arantxa,Rus,L,12/13/1990,NED,180
201552,Mallory,Cecil,R,7/18/1990,USA,
201553,Lenka,Wienerova,R,4/23/1988,SVK,
201554,Vitalia,Diatchenko,R,8/2/1990,RUS,170
201555,Polona,Hercog,R,1/20/1991,SLO,182
201556,Lucie,Hradecka,R,5/21/1985,CZE,177
201557,Corinna,Dentoni,R,7/30/1989,ITA,
201558,Lauren,Embree,R,1/10/1991,USA,
201559,Irena,Pavlovic,R,9/28/1988,FRA,178
201560,Kinnie,Laisne,R,7/11/1989,FRA,
201561,Claire,Feuerstein,L,2/28/1986,FRA,178
201562,Silvia,Soler Espinosa,R,11/19/1987,ESP,169
201564,Lenka,Tvaroskova,R,2/14/1982,SVK,
201565,Katarzyna,Piter,R,2/16/1991,POL,173
201566,Agnes,Szatmari,R,6/28/1987,ROU,
201567,Alexandra,Dulgheru,R,5/30/1989,ROU,172
201568,Kristina,Kucova,R,5/23/1990,SVK,163
201569,Georgie,Gent,R,1/13/1988,GBR,165
201570,Vesna,Dolonc,R,7/21/1989,SRB,170
201571,Masa,Zec Peskiric,R,1/21/1987,SLO,
201572,Regina,Kulikova,R,1/30/1989,RUS,183
201573,Laura,Robson,L,1/21/1994,GBR,180
201574,Neuza,Silva,R,5/4/1983,POR,170
201576,Valerie,Tetreault,R,1/21/1988,CAN,170
201577,Heidi,El Tabakh,R,9/25/1986,CAN,180
201578,Kai Chen,Chang,R,1/13/1991,TPE,167
201579,Yurika,Sema,L,12/25/1986,JPN,168
201580,Xinyun,Han,L,5/30/1990,CHN,172
201581,Chun Mei,Ji,R,2/14/1986,CHN,
201582,Jing Jing,Lu,R,5/5/1989,CHN,170
201583,Yana,Buchina,R,2/7/1992,RUS,168
201584,Ksenia,Pervak,L,5/27/1991,KAZ,170
201585,Sloane,Stephens,R,3/20/1993,USA,170
201586,Heather,Watson,R,5/19/1992,GBR,170
201587,Bojana,Jovanovski,R,12/31/1991,SRB,175
201588,Anna,Tatishvili,R,2/3/1990,GEO,171
201589,Sharon,Fichman,R,12/3/1990,CAN,163
201590,Alison,Riske,R,7/3/1990,USA,173
201591,Margalita,Chakhnashvili,R,12/9/1982,GEO,172
201593,Irina Camelia,Begu,R,8/26/1990,ROU,181
201594,Simona,Halep,R,9/27/1991,ROU,168
201595,Misaki,Doi,L,4/29/1991,JPN,159
201596,Johanna,Larsson,R,8/17/1988,SWE,174
201597,Kurumi,Nara,R,12/30/1991,JPN,155
201598,Noppawan,Lertcheewakarn,R,11/18/1991,THA,167
201599,Andrea,Hlavackova,R,8/10/1986,CZE,174
201600,Jamie,Hampton,R,1/8/1990,USA,173
201601,Chelsey,Gullickson,R,8/29/1990,USA,180
201602,Beatrice,Capra,R,4/6/1992,USA,175
201603,Shelby,Rogers,R,10/13/1992,USA,175
201604,Irina,Falconi,R,5/4/1990,USA,163
201605,Mandy,Minella,R,11/22/1985,LUX,180
201606,Rebecca,Marino,R,12/16/1990,CAN,183
201607,Sally,Peers,R,6/1/1991,AUS,162
201608,Sheng Nan,Sun,L,1/21/1987,CHN,170
201609,Yi Miao,Zhou,R,2/7/1991,CHN,
201610,Zarina,Diyas,R,10/18/1993,KAZ,172
201611,Daria,Gavrilova,R,3/5/1994,AUS,166
201612,Junri,Namigata,R,7/5/1982,JPN,170
201613,Arina,Rodionova,R,12/15/1989,RUS,168
201614,Caroline,Garcia,R,10/16/1993,FRA,177
201615,Lesia,Tsurenko,R,5/30/1989,UKR,174
201616,Lauren,Davis,R,10/9/1993,USA,157
201617,Ana,Vrljic,R,8/1/1984,CRO,
201618,Fatma,Al Nabhani,R,5/20/1991,OMA,170
201619,Madison,Keys,R,2/17/1995,USA,178
201620,Monica,Puig,R,9/27/1993,PUR,170
201621,Mona,Barthel,R,7/11/1990,GER,185
201622,Iryna,Bremond,R,10/5/1984,FRA,
201631,Nicha,Lertpitaksinchai,R,8/14/1991,THA,174
201632,Ryoko,Fuda,R,10/25/1986,JPN,
201635,Betina,Jozami,R,9/8/1988,ARG,180
201636,Anna,Orlik,R,3/5/1993,BLR,169
201637,Melissa,Torres Sandoval,R,2/3/1984,MEX,
201638,Estrella,Cabeza Candela,R,2/20/1987,ESP,173
201640,Maria Teresa,Torro Flor,R,5/2/1992,ESP,173
201641,Nadia,Lalami,R,4/28/1990,MAR,
201642,Fatima,El Allami,L,3/26/1989,MAR,
201643,Eva,Fernandez Brugues,R,5/5/1986,ESP,
201644,Paula,Fondevila Castro,R,5/16/1984,ESP,
201647,Jasmin,Woehr,R,8/21/1980,GER,176
201648,Naomi,Broady,R,2/28/1990,GBR,189
201649,Lenka,Jurikova,R,8/11/1990,SVK,
201650,Irina,Buryachok,R,7/5/1986,UKR,
201651,Michaela,Johansson,R,3/6/1988,SWE,
201652,Ksenia,Palkina,R,12/13/1989,KGZ,174
201653,Ellen,Allgurin,R,5/10/1994,SWE,
201654,Sandra,Roma,L,3/31/1990,SWE,
201655,Anna,Floris,L,5/15/1982,ITA,
201656,Tadeja,Majeric,R,8/31/1990,SLO,178
201657,Nastja,Kolar,R,7/15/1994,SLO,176
201658,Carmen,Klaschka,R,1/8/1987,GER,
201659,Melanie,Klaffner,R,5/22/1990,AUT,171
201660,Tereza,Hladikova,R,4/14/1988,CZE,
201661,Tina,Schiechtl,R,1/15/1984,AUT,170
201662,Karolina,Pliskova,R,3/21/1992,CZE,184
201663,Ekaterina,Dzehalevich,R,5/3/1986,BLR,168
201664,Pemra,Ozgen,R,5/8/1986,TUR,170
201665,Ipek,Senoglu,R,6/8/1979,TUR,180
201666,Cagla,Buyukakcay,R,9/28/1989,TUR,172
201667,Ling,Zhang,R,10/28/1989,HKG,178
201668,Alexandra,Panova,R,3/2/1989,RUS,179
201669,Yan Chong,Chen,R,4/4/1987,CHN,
201670,Amra,Sadikovic,R,5/6/1989,SUI,186
201671,Ksenia,Lykina,R,6/19/1990,RUS,165
201672,Nigina,Abduraimova,R,7/7/1994,UZB,184
201673,Alexandra,Kolesnichenko,R,12/14/1992,UZB,
201674,Sabina,Sharipova,R,9/4/1994,UZB,174
201675,So Jung,Kim,R,3/18/1986,KOR,
201676,Ye Ra,Lee,R,9/14/1987,KOR,
201677,Mi,Yoo,R,5/9/1986,KOR,
201678,Sacha,Jones,R,11/8/1990,AUS,
201679,Varatchaya,Wongteanchai,R,9/7/1989,THA,169
201680,Anna,Gerasimou,R,10/15/1987,GRE,
201681,Suchanun,Viratprasert,R,1/1/1983,THA,168
201682,Nudnida,Luangnam,R,2/27/1987,THA,167
201683,Bianca,Botto,L,6/6/1991,PER,178
201686,Alejandra,Granillo,R,6/1/1991,MEX,
201687,Lina,Bennani,R,7/4/1991,MAR,
201688,Claire,De Gubernatis,L,7/18/1986,FRA,
201689,Magali,De Lattre,R,6/14/1987,POR,
201690,Nina,Bratchikova,R,6/28/1985,RUS,178
201691,Dia,Evtimova,R,4/30/1987,BUL,168
201693,Timea,Babos,R,5/10/1993,HUN,179
201694,Silvia,Njiric,R,7/9/1993,CRO,163
201695,Anna,Brazhnikova,R,10/4/1991,SWE,165
201696,Laura,Siegemund,R,3/4/1988,GER,168
201697,Kristyna,Pliskova,L,3/21/1992,CZE,184
201699,Martina,Caregaro,R,5/19/1992,ITA,165
201700,Nikola,Hofmanova,R,2/3/1991,AUT,178
201701,Basak,Eraydin,R,6/21/1994,TUR,
201702,Malou,Ejdesgaard,R,3/13/1991,DEN,
201703,Yi Fan,Xu,L,8/8/1988,CHN,165
201704,Nadejda,Guskova,R,1/10/1992,RUS,
201705,Alina,Abdurakhimova,R,3/23/1995,UZB,173
201706,Eirini,Georgatou,R,2/1/1990,GRE,
201707,Sachie,Ishizu,R,9/3/1992,JPN,164
201708,Natalie,Grandin,L,2/27/1981,RSA,175
201709,Yulia,Putintseva,R,1/7/1995,KAZ,163
201728,Jessica,Steck,R,8/6/1978,RSA,173
201729,Larissa,Schaerer,R,4/15/1975,PAR,170
201730,Karin,Stampfli,R,9/7/1963,SUI,
201732,Noelle,Porter,R,12/18/1970,USA,
201738,Julia,Apostoli,R,8/13/1964,GRE,
201742,Susi,Fortun Lohrmann,R,3/27/1973,GER,
201746,Amanda,Basica,R,6/20/1978,USA,175
201754,Leanne,Baker,L,1/8/1981,NZL,173
201771,Virag,Csurgo,R,11/10/1972,HUN,172
201808,Hiroko,Hara,R,2/10/1972,JPN,
201809,Hila,Rosen,R,9/5/1977,ISR,
201812,Hiroko,Mochizuki,R,7/23/1975,JPN,
201813,Patty,Van Acker,R,10/21/1976,BEL,165
201814,Michelle,Gerards,R,7/8/1984,NED,
201815,Petra,Rampre,R,1/20/1980,SLO,170
201823,Daphne,Van De Zande,R,7/21/1974,BEL,
201824,Gisela,Riera Roura,R,5/7/1976,ESP,
201839,Syna,Schreiber,L,11/20/1978,GER,
201840,Germana,Di Natale,R,4/2/1974,ITA,170
201844,Agnese,Gustmane,R,4/9/1971,LAT,170
201854,Mariana,Mesa,R,4/1/1980,COL,166
201855,Adriana,Barna,R,5/21/1978,GER,173
201856,Ekaterina,Sysoeva,R,6/3/1981,RUS,183
201858,Kristina,Triska,R,3/6/1980,SWE,
201862,Vanessa,Menga,R,10/20/1976,BRA,173
201863,Alice,Canepa,R,4/30/1978,ITA,173
201867,Magdalena,Kucerova,R,10/6/1976,GER,
201871,Kate,Glancy,L,3/25/1960,CAN,
201908,Karen,Dewis,R,9/19/1962,CAN,
201911,Nina,Bland,R,4/21/1959,CAN,
201913,Jennifer,Young,R,7/15/1969,USA,
201920,Renata,Kolbovic,R,7/30/1976,CAN,168
201927,Ludmilla,Varmuza,L,2/25/1979,SMR,
201930,Monica,Guglielmi,R,9/2/1974,ITA,
201938,Ainhoa,Goni Blanco,R,8/7/1979,ESP,
201940,Mirela,Vladulescu,R,3/11/1977,GER,
